Nivel_Radiacao;Temperatura_Reator;Pressao_Reator;Eficiência_Operacional;Falhas_Detectadas;Custo_Manutencao;Potencia_Gerada;Ano_Inspecao;Mes_Inspecao;Status_Operacional_Desativada;Status_Operacional_Em Manutenção;Status_Operacional_Operando;Status_Operacional_Parcialmente Operando;Nome_Planta_Angra 1;Nome_Planta_Angra 2;Nome_Planta_Central Nuclear Santa;Nome_Planta_NucleoForte;Nome_Planta_Reator Atlântico;Localizacao_BA - Brasil;Localizacao_MG - Brasil;Localizacao_RJ - Brasil;Localizacao_SC - Brasil;Localizacao_SP - Brasil;Data_Inspecao;PlantaID
-0.02964569885900347;-0.3564302891569755;-0.8312789790473339;-1.5991356885889032;0.7421210844621523;0.16442764822833741;-0.013485828130776254;-1.0421845197413473;0.9979091742876556;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;2023-10-10
1.0401251629780632;0.8099067912307851;0.19925362995543688;-1.031478642463963;0.7421210844621523;0.41123470866698686;-0.34947029109408073;0.7070342109421928;0.4136874224653644;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;2024-08-10
0.1790900790604243;3.1710974355515757;-1.3487953547474152;0.3880006614878433;-1.3901044132024143;1.242404440643555;-0.6761840124532598;0.7070342109421928;0.4136874224653644;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;;2024-08-18
0.3225959263800306;-0.023910026278420652;0.14487690932028333;1.2936931016278719;0.7421210844621523;-0.43258841599428655;-0.9354450966238019;0.7070342109421928;1.2900200501988013;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;;2024-11-16
1.2879988992573834;0.8216488726906025;0.07662474962650472;-0.48738980110103164;0.7421210844621523;1.4968562591625474;1.3652972249241542;-1.0421845197413473;0.70579829837651;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;2023-09-01
1.2227689686575618;-0.5730781437837099;-0.8534046791678443;-1.043599433484425;-0.32399166437013094;-0.797164292722353;1.325017451057954;-1.0421845197413473;0.9979091742876556;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;;2023-10-14
-0.5775771158975007;1.2798481173478584;2.1196893980424782;0.32537657454879254;-1.3901044132024143;1.2492583616811035;-0.9354450966238019;0.7070342109421928;-0.7547560811792181;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;2024-04-17
-0.4862552130577511;1.3030742125431012;-0.6748990307379615;1.0324227174090377;-0.32399166437013094;1.1047987951973868;-0.9354450966238019;2.456252941625733;-1.631088708912655;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;;2025-01-20
-1.5495030818348352;1.5496579231992584;-0.06700479522359026;1.2741651605393502;-0.8570480387862726;0.278637697825181;2.04397944649513;0.7070342109421928;0.4136874224653644;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;;2024-08-01
-0.7015139840371608;1.1224268054689928;0.3503834121345187;-1.417323823281983;0.20906471004601068;0.3276036913915139;0.011129589231901603;-1.0421845197413473;1.5821309261099468;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;;2023-12-17
0.09429116928065691;-1.5351546203155322;-0.059504557894603474;1.2324157692466498;0.20906471004601068;0.6051874934122328;-0.7410792036821376;-1.0421845197413473;0.9979091742876556;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;;2023-10-20
1.3271368576172757;-0.5317873078810561;-0.13975709731476105;-0.5392398515774494;-0.32399166437013094;-0.9624492346663137;-0.3456341221544426;-1.0421845197413473;1.2900200501988013;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;2023-11-21
-0.02964569885900347;-1.3010871942923663;-0.7322758463047098;-1.589035029405185;0.20906471004601068;1.4359618068674038;-0.41308675934307937;0.7070342109421928;1.5821309261099468;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;2024-12-24
1.2945218923173654;1.4799796376135312;0.9099011168769255;-1.2893821402882242;0.20906471004601068;1.1799942173497229;-0.2040155521328024;-1.0421845197413473;1.2900200501988013;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;;2023-11-22
-1.1516005051759264;-1.5839294202255414;-0.4048904868944407;1.3058138926483327;1.275177458878294;-1.1304362031731543;-0.7017584720508472;0.7070342109421928;-0.46264520526807246;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;;2024-05-23
1.4249817535170077;-0.017651883961924582;-0.39664022583255537;1.4108607481589979;0.20906471004601068;1.0524058411122794;0.8646771783013811;0.7070342109421928;-0.46264520526807246;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;;2024-05-11
